district,state,month,normal_temp_c,normal_rainfall_mm,normal_humidity_pct
Buldana,Maharashtra,3,27,5,52
Buldana,Maharashtra,4,31,10,50
Buldana,Maharashtra,5,33,20,52
Buldana,Maharashtra,6,30,200,72
Buldana,Maharashtra,7,27,350,82
Buldana,Maharashtra,8,27,300,82
Buldana,Maharashtra,9,27,180,78
Buldana,Maharashtra,10,27,80,70
Buldana,Maharashtra,11,24,20,62
Buldana,Maharashtra,12,22,5,62
Chandrapur,Maharashtra,1,22,5,62
Chandrapur,Maharashtra,2,24,5,58
Chandrapur,Maharashtra,3,27,5,52
Chandrapur,Maharashtra,4,31,10,50
Chandrapur,Maharashtra,5,33,20,52
Chandrapur,Maharashtra,6,30,200,72
Chandrapur,Maharashtra,7,27,350,82
Chandrapur,Maharashtra,8,27,300,82
Chandrapur,Maharashtra,9,27,180,78
Chandrapur,Maharashtra,10,27,80,70
Chandrapur,Maharashtra,11,24,20,62
Chandrapur,Maharashtra,12,22,5,62
Dhule,Maharashtra,1,22,5,62
Dhule,Maharashtra,2,24,5,58
Dhule,Maharashtra,3,27,5,52
Dhule,Maharashtra,4,31,10,50
Dhule,Maharashtra,5,33,20,52
Dhule,Maharashtra,6,30,200,72
Dhule,Maharashtra,7,27,350,82
Dhule,Maharashtra,8,27,300,82
Dhule,Maharashtra,9,27,180,78
Dhule,Maharashtra,10,27,80,70
Dhule,Maharashtra,11,24,20,62
Dhule,Maharashtra,12,22,5,62
Garhchiroli,Maharashtra,1,22,5,62
Garhchiroli,Maharashtra,2,24,5,58
Garhchiroli,Maharashtra,3,27,5,52
Garhchiroli,Maharashtra,4,31,10,50
Garhchiroli,Maharashtra,5,33,20,52
Garhchiroli,Maharashtra,6,30,200,72
Garhchiroli,Maharashtra,7,27,350,82
Garhchiroli,Maharashtra,8,27,300,82
Garhchiroli,Maharashtra,9,27,180,78
Garhchiroli,Maharashtra,10,27,80,70
Garhchiroli,Maharashtra,11,24,20,62
Garhchiroli,Maharashtra,12,22,5,62
Gondiya,Maharashtra,1,22,5,62
Gondiya,Maharashtra,2,24,5,58
Gondiya,Maharashtra,3,27,5,52
Gondiya,Maharashtra,4,31,10,50
Gondiya,Maharashtra,5,33,20,52
Gondiya,Maharashtra,6,30,200,72
Gondiya,Maharashtra,7,27,350,82
Gondiya,Maharashtra,8,27,300,82
Gondiya,Maharashtra,9,27,180,78
Gondiya,Maharashtra,10,27,80,70
Gondiya,Maharashtra,11,24,20,62
Gondiya,Maharashtra,12,22,5,62
Greater Bombay,Maharashtra,1,22,5,62
Greater Bombay,Maharashtra,2,24,5,58
Greater Bombay,Maharashtra,3,27,5,52
Greater Bombay,Maharashtra,4,31,10,50
Greater Bombay,Maharashtra,5,33,20,52
Greater Bombay,Maharashtra,6,30,200,72
Greater Bombay,Maharashtra,7,27,350,82
Greater Bombay,Maharashtra,8,27,300,82
Greater Bombay,Maharashtra,9,27,180,78
Greater Bombay,Maharashtra,10,27,80,70
Greater Bombay,Maharashtra,11,24,20,62
Greater Bombay,Maharashtra,12,22,5,62
Hingoli,Maharashtra,1,22,5,62
Hingoli,Maharashtra,2,24,5,58
Hingoli,Maharashtra,3,27,5,52
Hingoli,Maharashtra,4,31,10,50
Hingoli,Maharashtra,5,33,20,52
Hingoli,Maharashtra,6,30,200,72
Hingoli,Maharashtra,7,27,350,82
Hingoli,Maharashtra,8,27,300,82
Hingoli,Maharashtra,9,27,180,78
Hingoli,Maharashtra,10,27,80,70
Hingoli,Maharashtra,11,24,20,62
Hingoli,Maharashtra,12,22,5,62
Jalgaon,Maharashtra,1,22,5,62
Jalgaon,Maharashtra,2,24,5,58
Jalgaon,Maharashtra,3,27,5,52
Jalgaon,Maharashtra,4,31,10,50
Jalgaon,Maharashtra,5,33,20,52
Jalgaon,Maharashtra,6,30,200,72
Jalgaon,Maharashtra,7,27,350,82
Jalgaon,Maharashtra,8,27,300,82
Jalgaon,Maharashtra,9,27,180,78
Jalgaon,Maharashtra,10,27,80,70
Jalgaon,Maharashtra,11,24,20,62
Jalgaon,Maharashtra,12,22,5,62
Jalna,Maharashtra,1,22,5,62
Jalna,Maharashtra,2,24,5,58
Jalna,Maharashtra,3,27,5,52
Jalna,Maharashtra,4,31,10,50
Jalna,Maharashtra,5,33,20,52
Jalna,Maharashtra,6,30,200,72
Jalna,Maharashtra,7,27,350,82
Jalna,Maharashtra,8,27,300,82
Jalna,Maharashtra,9,27,180,78
Jalna,Maharashtra,10,27,80,70
Jalna,Maharashtra,11,24,20,62
Jalna,Maharashtra,12,22,5,62
Kolhapur,Maharashtra,1,22,5,62
Kolhapur,Maharashtra,2,24,5,58
Kolhapur,Maharashtra,3,27,5,52
Kolhapur,Maharashtra,4,31,10,50
Kolhapur,Maharashtra,5,33,20,52
Kolhapur,Maharashtra,6,30,200,72
Kolhapur,Maharashtra,7,27,350,82
Kolhapur,Maharashtra,8,27,300,82
Kolhapur,Maharashtra,9,27,180,78
Kolhapur,Maharashtra,10,27,80,70
Kolhapur,Maharashtra,11,24,20,62
Kolhapur,Maharashtra,12,22,5,62
Latur,Maharashtra,1,22,5,62
Latur,Maharashtra,2,24,5,58
Latur,Maharashtra,3,27,5,52
Latur,Maharashtra,4,31,10,50
Latur,Maharashtra,5,33,20,52
Latur,Maharashtra,6,30,200,72
Latur,Maharashtra,7,27,350,82
Latur,Maharashtra,8,27,300,82
Latur,Maharashtra,9,27,180,78
Latur,Maharashtra,10,27,80,70
Latur,Maharashtra,11,24,20,62
Latur,Maharashtra,12,22,5,62
Nagpur,Maharashtra,1,22,5,62
Nagpur,Maharashtra,2,24,5,58
Nagpur,Maharashtra,3,27,5,52
Nagpur,Maharashtra,4,31,10,50
Nagpur,Maharashtra,5,33,20,52
Nagpur,Maharashtra,6,30,200,72
Nagpur,Maharashtra,7,27,350,82
Nagpur,Maharashtra,8,27,300,82
Nagpur,Maharashtra,9,27,180,78
Nagpur,Maharashtra,10,27,80,70
Nagpur,Maharashtra,11,24,20,62
Nagpur,Maharashtra,12,22,5,62
Nanded,Maharashtra,1,22,5,62
Nanded,Maharashtra,2,24,5,58
Nanded,Maharashtra,3,27,5,52
Nanded,Maharashtra,4,31,10,50
Nanded,Maharashtra,5,33,20,52
Nanded,Maharashtra,6,30,200,72
Nanded,Maharashtra,7,27,350,82
Nanded,Maharashtra,8,27,300,82
Nanded,Maharashtra,9,27,180,78
Nanded,Maharashtra,10,27,80,70
Nanded,Maharashtra,11,24,20,62
Nanded,Maharashtra,12,22,5,62
Nandurbar,Maharashtra,1,22,5,62
Nandurbar,Maharashtra,2,24,5,58
Nandurbar,Maharashtra,3,27,5,52
Nandurbar,Maharashtra,4,31,10,50
Nandurbar,Maharashtra,5,33,20,52
Nandurbar,Maharashtra,6,30,200,72
Nandurbar,Maharashtra,7,27,350,82
Nandurbar,Maharashtra,8,27,300,82
Nandurbar,Maharashtra,9,27,180,78
Nandurbar,Maharashtra,10,27,80,70
Nandurbar,Maharashtra,11,24,20,62
Nandurbar,Maharashtra,12,22,5,62
Nashik,Maharashtra,1,22,5,62
Nashik,Maharashtra,2,24,5,58
Nashik,Maharashtra,3,27,5,52
Nashik,Maharashtra,4,31,10,50
Nashik,Maharashtra,5,33,20,52
Nashik,Maharashtra,6,30,200,72
Nashik,Maharashtra,7,27,350,82
Nashik,Maharashtra,8,27,300,82
Nashik,Maharashtra,9,27,180,78
Nashik,Maharashtra,10,27,80,70
Nashik,Maharashtra,11,24,20,62
Nashik,Maharashtra,12,22,5,62
Osmanabad,Maharashtra,1,22,5,62
Osmanabad,Maharashtra,2,24,5,58
Osmanabad,Maharashtra,3,27,5,52
Osmanabad,Maharashtra,4,31,10,50
Osmanabad,Maharashtra,5,33,20,52
Osmanabad,Maharashtra,6,30,200,72
Osmanabad,Maharashtra,7,27,350,82
Osmanabad,Maharashtra,8,27,300,82
Osmanabad,Maharashtra,9,27,180,78
Osmanabad,Maharashtra,10,27,80,70
Osmanabad,Maharashtra,11,24,20,62
Osmanabad,Maharashtra,12,22,5,62
Parbhani,Maharashtra,1,22,5,62
Parbhani,Maharashtra,2,24,5,58
Parbhani,Maharashtra,3,27,5,52
Parbhani,Maharashtra,4,31,10,50
Parbhani,Maharashtra,5,33,20,52
Parbhani,Maharashtra,6,30,200,72
Parbhani,Maharashtra,7,27,350,82
Parbhani,Maharashtra,8,27,300,82
Parbhani,Maharashtra,9,27,180,78
Parbhani,Maharashtra,10,27,80,70
Parbhani,Maharashtra,11,24,20,62
Parbhani,Maharashtra,12,22,5,62
Pune,Maharashtra,1,22,5,62
Pune,Maharashtra,2,24,5,58
Pune,Maharashtra,3,27,5,52
Pune,Maharashtra,4,31,10,50
Pune,Maharashtra,5,33,20,52
Pune,Maharashtra,6,30,200,72
Pune,Maharashtra,7,27,350,82
Pune,Maharashtra,8,27,300,82
Pune,Maharashtra,9,27,180,78
Pune,Maharashtra,10,27,80,70
Pune,Maharashtra,11,24,20,62
Pune,Maharashtra,12,22,5,62
Raigarh,Maharashtra,1,22,5,62
Raigarh,Maharashtra,2,24,5,58
Raigarh,Maharashtra,3,27,5,52
Raigarh,Maharashtra,4,31,10,50
Raigarh,Maharashtra,5,33,20,52
Raigarh,Maharashtra,6,30,200,72
Raigarh,Maharashtra,7,27,350,82
Raigarh,Maharashtra,8,27,300,82
Raigarh,Maharashtra,9,27,180,78
Raigarh,Maharashtra,10,27,80,70
Raigarh,Maharashtra,11,24,20,62
Raigarh,Maharashtra,12,22,5,62
Ratnagiri,Maharashtra,1,22,5,62
Ratnagiri,Maharashtra,2,24,5,58
Ratnagiri,Maharashtra,3,27,5,52
Ratnagiri,Maharashtra,4,31,10,50
Ratnagiri,Maharashtra,5,33,20,52
Ratnagiri,Maharashtra,6,30,200,72
Ratnagiri,Maharashtra,7,27,350,82
Ratnagiri,Maharashtra,8,27,300,82
Ratnagiri,Maharashtra,9,27,180,78
Ratnagiri,Maharashtra,10,27,80,70
Ratnagiri,Maharashtra,11,24,20,62
Ratnagiri,Maharashtra,12,22,5,62
Sangli,Maharashtra,1,22,5,62
Sangli,Maharashtra,2,24,5,58
Sangli,Maharashtra,3,27,5,52
Sangli,Maharashtra,4,31,10,50
Sangli,Maharashtra,5,33,20,52
Sangli,Maharashtra,6,30,200,72
Sangli,Maharashtra,7,27,350,82
Sangli,Maharashtra,8,27,300,82
Sangli,Maharashtra,9,27,180,78
Sangli,Maharashtra,10,27,80,70
Sangli,Maharashtra,11,24,20,62
Sangli,Maharashtra,12,22,5,62
Satara,Maharashtra,1,22,5,62
Satara,Maharashtra,2,24,5,58
Satara,Maharashtra,3,27,5,52
Satara,Maharashtra,4,31,10,50
Satara,Maharashtra,5,33,20,52
Satara,Maharashtra,6,30,200,72
Satara,Maharashtra,7,27,350,82
Satara,Maharashtra,8,27,300,82
Satara,Maharashtra,9,27,180,78
Satara,Maharashtra,10,27,80,70
Satara,Maharashtra,11,24,20,62
Satara,Maharashtra,12,22,5,62
Sindhudurg,Maharashtra,1,22,5,62
Sindhudurg,Maharashtra,2,24,5,58
Sindhudurg,Maharashtra,3,27,5,52
Sindhudurg,Maharashtra,4,31,10,50
Sindhudurg,Maharashtra,5,33,20,52
Sindhudurg,Maharashtra,6,30,200,72
Sindhudurg,Maharashtra,7,27,350,82
Sindhudurg,Maharashtra,8,27,300,82
Sindhudurg,Maharashtra,9,27,180,78
Sindhudurg,Maharashtra,10,27,80,70
Sindhudurg,Maharashtra,11,24,20,62
Sindhudurg,Maharashtra,12,22,5,62
Solapur,Maharashtra,1,22,5,62
Solapur,Maharashtra,2,24,5,58
Solapur,Maharashtra,3,27,5,52
Solapur,Maharashtra,4,31,10,50
Solapur,Maharashtra,5,33,20,52
Solapur,Maharashtra,6,30,200,72
Solapur,Maharashtra,7,27,350,82
Solapur,Maharashtra,8,27,300,82
Solapur,Maharashtra,9,27,180,78
Solapur,Maharashtra,10,27,80,70
Solapur,Maharashtra,11,24,20,62
Solapur,Maharashtra,12,22,5,62
Thane,Maharashtra,1,22,5,62
Thane,Maharashtra,2,24,5,58
Thane,Maharashtra,3,27,5,52
Thane,Maharashtra,4,31,10,50
Thane,Maharashtra,5,33,20,52
Thane,Maharashtra,6,30,200,72
Thane,Maharashtra,7,27,350,82
Thane,Maharashtra,8,27,300,82
Thane,Maharashtra,9,27,180,78
Thane,Maharashtra,10,27,80,70
Thane,Maharashtra,11,24,20,62
Thane,Maharashtra,12,22,5,62
Wardha,Maharashtra,1,22,5,62
Wardha,Maharashtra,2,24,5,58
Wardha,Maharashtra,3,27,5,52
Wardha,Maharashtra,4,31,10,50
Wardha,Maharashtra,5,33,20,52
Wardha,Maharashtra,6,30,200,72
Wardha,Maharashtra,7,27,350,82
Wardha,Maharashtra,8,27,300,82
Wardha,Maharashtra,9,27,180,78
Wardha,Maharashtra,10,27,80,70
Wardha,Maharashtra,11,24,20,62
Wardha,Maharashtra,12,22,5,62
Washim,Maharashtra,1,22,5,62
Washim,Maharashtra,2,24,5,58
Washim,Maharashtra,3,27,5,52
Washim,Maharashtra,4,31,10,50
Washim,Maharashtra,5,33,20,52
Washim,Maharashtra,6,30,200,72
Washim,Maharashtra,7,27,350,82
Washim,Maharashtra,8,27,300,82
Washim,Maharashtra,9,27,180,78
Washim,Maharashtra,10,27,80,70
Washim,Maharashtra,11,24,20,62
Washim,Maharashtra,12,22,5,62
Yavatmal,Maharashtra,1,22,5,62
Yavatmal,Maharashtra,2,24,5,58
Yavatmal,Maharashtra,3,27,5,52
Yavatmal,Maharashtra,4,31,10,50
Yavatmal,Maharashtra,5,33,20,52
Yavatmal,Maharashtra,6,30,200,72
Yavatmal,Maharashtra,7,27,350,82
Yavatmal,Maharashtra,8,27,300,82
Yavatmal,Maharashtra,9,27,180,78
Yavatmal,Maharashtra,10,27,80,70
Yavatmal,Maharashtra,11,24,20,62
Yavatmal,Maharashtra,12,22,5,62
Bishnupur,Manipur,1,12,20,75
Bishnupur,Manipur,2,14,30,72
Bishnupur,Manipur,3,18,60,70
Bishnupur,Manipur,4,22,100,72
Bishnupur,Manipur,5,24,150,78
Bishnupur,Manipur,6,25,200,85
Bishnupur,Manipur,7,25,220,88
Bishnupur,Manipur,8,25,210,87
Bishnupur,Manipur,9,24,170,84
Bishnupur,Manipur,10,21,100,80
Bishnupur,Manipur,11,16,30,76
Bishnupur,Manipur,12,12,15,74
Chandel,Manipur,1,12,20,75
Chandel,Manipur,2,14,30,72
Chandel,Manipur,3,18,60,70
Chandel,Manipur,4,22,100,72
Chandel,Manipur,5,24,150,78
Chandel,Manipur,6,25,200,85
Chandel,Manipur,7,25,220,88
Chandel,Manipur,8,25,210,87
Chandel,Manipur,9,24,170,84
Chandel,Manipur,10,21,100,80
Chandel,Manipur,11,16,30,76
Chandel,Manipur,12,12,15,74
Churachandpur,Manipur,1,12,20,75
Churachandpur,Manipur,2,14,30,72
Churachandpur,Manipur,3,18,60,70
Churachandpur,Manipur,4,22,100,72
Churachandpur,Manipur,5,24,150,78
Churachandpur,Manipur,6,25,200,85
Churachandpur,Manipur,7,25,220,88
Churachandpur,Manipur,8,25,210,87
Churachandpur,Manipur,9,24,170,84
Churachandpur,Manipur,10,21,100,80
Churachandpur,Manipur,11,16,30,76
Churachandpur,Manipur,12,12,15,74
East Imphal,Manipur,1,12,20,75
East Imphal,Manipur,2,14,30,72
East Imphal,Manipur,3,18,60,70
East Imphal,Manipur,4,22,100,72
East Imphal,Manipur,5,24,150,78
East Imphal,Manipur,6,25,200,85
East Imphal,Manipur,7,25,220,88
East Imphal,Manipur,8,25,210,87
East Imphal,Manipur,9,24,170,84
East Imphal,Manipur,10,21,100,80
East Imphal,Manipur,11,16,30,76
East Imphal,Manipur,12,12,15,74
Senapati,Manipur,1,12,20,75
Senapati,Manipur,2,14,30,72
Senapati,Manipur,3,18,60,70
Senapati,Manipur,4,22,100,72
Senapati,Manipur,5,24,150,78
Senapati,Manipur,6,25,200,85
Senapati,Manipur,7,25,220,88
Senapati,Manipur,8,25,210,87
Senapati,Manipur,9,24,170,84
Senapati,Manipur,10,21,100,80
Senapati,Manipur,11,16,30,76
Senapati,Manipur,12,12,15,74
Tamenglong,Manipur,1,12,20,75
Tamenglong,Manipur,2,14,30,72
Tamenglong,Manipur,3,18,60,70
Tamenglong,Manipur,4,22,100,72
Tamenglong,Manipur,5,24,150,78
Tamenglong,Manipur,6,25,200,85
Tamenglong,Manipur,7,25,220,88
Tamenglong,Manipur,8,25,210,87
Tamenglong,Manipur,9,24,170,84
Tamenglong,Manipur,10,21,100,80
Tamenglong,Manipur,11,16,30,76
Tamenglong,Manipur,12,12,15,74
Thoubal,Manipur,1,12,20,75
Thoubal,Manipur,2,14,30,72
Thoubal,Manipur,3,18,60,70
Thoubal,Manipur,4,22,100,72
Thoubal,Manipur,5,24,150,78
Thoubal,Manipur,6,25,200,85
Thoubal,Manipur,7,25,220,88
Thoubal,Manipur,8,25,210,87
Thoubal,Manipur,9,24,170,84
Thoubal,Manipur,10,21,100,80
Thoubal,Manipur,11,16,30,76
Thoubal,Manipur,12,12,15,74
Ukhrul,Manipur,1,12,20,75
Ukhrul,Manipur,2,14,30,72
Ukhrul,Manipur,3,18,60,70
Ukhrul,Manipur,4,22,100,72
Ukhrul,Manipur,5,24,150,78
Ukhrul,Manipur,6,25,200,85
Ukhrul,Manipur,7,25,220,88
Ukhrul,Manipur,8,25,210,87
Ukhrul,Manipur,9,24,170,84
Ukhrul,Manipur,10,21,100,80
Ukhrul,Manipur,11,16,30,76
Ukhrul,Manipur,12,12,15,74
West Imphal,Manipur,1,12,20,75
West Imphal,Manipur,2,14,30,72
West Imphal,Manipur,3,18,60,70
West Imphal,Manipur,4,22,100,72
West Imphal,Manipur,5,24,150,78
West Imphal,Manipur,6,25,200,85
West Imphal,Manipur,7,25,220,88
West Imphal,Manipur,8,25,210,87
West Imphal,Manipur,9,24,170,84
West Imphal,Manipur,10,21,100,80
West Imphal,Manipur,11,16,30,76
West Imphal,Manipur,12,12,15,74
East Garo Hills,Meghalaya,1,12,20,80
East Garo Hills,Meghalaya,2,13,30,78
East Garo Hills,Meghalaya,3,17,80,76
East Garo Hills,Meghalaya,4,20,200,78
East Garo Hills,Meghalaya,5,22,350,82
East Garo Hills,Meghalaya,6,23,600,90
East Garo Hills,Meghalaya,7,23,700,92
East Garo Hills,Meghalaya,8,23,550,91
East Garo Hills,Meghalaya,9,22,380,88
East Garo Hills,Meghalaya,10,20,200,85
East Garo Hills,Meghalaya,11,15,50,80
East Garo Hills,Meghalaya,12,12,15,78
East Khasi Hills,Meghalaya,1,12,20,80
East Khasi Hills,Meghalaya,2,13,30,78
East Khasi Hills,Meghalaya,3,17,80,76
East Khasi Hills,Meghalaya,4,20,200,78
East Khasi Hills,Meghalaya,5,22,350,82
East Khasi Hills,Meghalaya,6,23,600,90
East Khasi Hills,Meghalaya,7,23,700,92
East Khasi Hills,Meghalaya,8,23,550,91
East Khasi Hills,Meghalaya,9,22,380,88
East Khasi Hills,Meghalaya,10,20,200,85
East Khasi Hills,Meghalaya,11,15,50,80
East Khasi Hills,Meghalaya,12,12,15,78
Jaintia Hills,Meghalaya,1,12,20,80
Jaintia Hills,Meghalaya,2,13,30,78
Jaintia Hills,Meghalaya,3,17,80,76
Jaintia Hills,Meghalaya,4,20,200,78
Jaintia Hills,Meghalaya,5,22,350,82
Jaintia Hills,Meghalaya,6,23,600,90
Jaintia Hills,Meghalaya,7,23,700,92
Jaintia Hills,Meghalaya,8,23,550,91
Jaintia Hills,Meghalaya,9,22,380,88
Jaintia Hills,Meghalaya,10,20,200,85
Jaintia Hills,Meghalaya,11,15,50,80
Jaintia Hills,Meghalaya,12,12,15,78
Ri-Bhoi,Meghalaya,1,12,20,80
Ri-Bhoi,Meghalaya,2,13,30,78
Ri-Bhoi,Meghalaya,3,17,80,76
Ri-Bhoi,Meghalaya,4,20,200,78
Ri-Bhoi,Meghalaya,5,22,350,82
Ri-Bhoi,Meghalaya,6,23,600,90
Ri-Bhoi,Meghalaya,7,23,700,92
Ri-Bhoi,Meghalaya,8,23,550,91
Ri-Bhoi,Meghalaya,9,22,380,88
Ri-Bhoi,Meghalaya,10,20,200,85
Ri-Bhoi,Meghalaya,11,15,50,80
Ri-Bhoi,Meghalaya,12,12,15,78
South Garo Hills,Meghalaya,1,12,20,80
South Garo Hills,Meghalaya,2,13,30,78
South Garo Hills,Meghalaya,3,17,80,76
South Garo Hills,Meghalaya,4,20,200,78
South Garo Hills,Meghalaya,5,22,350,82
South Garo Hills,Meghalaya,6,23,600,90
South Garo Hills,Meghalaya,7,23,700,92
South Garo Hills,Meghalaya,8,23,550,91
South Garo Hills,Meghalaya,9,22,380,88
South Garo Hills,Meghalaya,10,20,200,85
South Garo Hills,Meghalaya,11,15,50,80
South Garo Hills,Meghalaya,12,12,15,78
West Garo Hills,Meghalaya,1,12,20,80
West Garo Hills,Meghalaya,2,13,30,78
West Garo Hills,Meghalaya,3,17,80,76
West Garo Hills,Meghalaya,4,20,200,78
West Garo Hills,Meghalaya,5,22,350,82
West Garo Hills,Meghalaya,6,23,600,90
West Garo Hills,Meghalaya,7,23,700,92
West Garo Hills,Meghalaya,8,23,550,91
West Garo Hills,Meghalaya,9,22,380,88
West Garo Hills,Meghalaya,10,20,200,85
West Garo Hills,Meghalaya,11,15,50,80
West Garo Hills,Meghalaya,12,12,15,78
West Khasi Hills,Meghalaya,1,12,20,80
West Khasi Hills,Meghalaya,2,13,30,78
West Khasi Hills,Meghalaya,3,17,80,76
West Khasi Hills,Meghalaya,4,20,200,78
West Khasi Hills,Meghalaya,5,22,350,82
West Khasi Hills,Meghalaya,6,23,600,90
West Khasi Hills,Meghalaya,7,23,700,92
West Khasi Hills,Meghalaya,8,23,550,91
West Khasi Hills,Meghalaya,9,22,380,88
West Khasi Hills,Meghalaya,10,20,200,85
West Khasi Hills,Meghalaya,11,15,50,80
West Khasi Hills,Meghalaya,12,12,15,78
Aizawl,Mizoram,1,14,20,76
Aizawl,Mizoram,2,16,25,74
Aizawl,Mizoram,3,20,60,72
Aizawl,Mizoram,4,23,120,74
Aizawl,Mizoram,5,25,200,78
Aizawl,Mizoram,6,25,320,86
Aizawl,Mizoram,7,25,380,88
Aizawl,Mizoram,8,25,340,87
Aizawl,Mizoram,9,24,250,85
Aizawl,Mizoram,10,22,130,80
Aizawl,Mizoram,11,17,30,76
Aizawl,Mizoram,12,14,10,74
Champhai,Mizoram,1,14,20,76
Champhai,Mizoram,2,16,25,74
Champhai,Mizoram,3,20,60,72
Champhai,Mizoram,4,23,120,74
Champhai,Mizoram,5,25,200,78
Champhai,Mizoram,6,25,320,86
Champhai,Mizoram,7,25,380,88
Champhai,Mizoram,8,25,340,87
Champhai,Mizoram,9,24,250,85
Champhai,Mizoram,10,22,130,80
Champhai,Mizoram,11,17,30,76
Champhai,Mizoram,12,14,10,74
Kolasib,Mizoram,1,14,20,76
Kolasib,Mizoram,2,16,25,74
Kolasib,Mizoram,3,20,60,72
Kolasib,Mizoram,4,23,120,74
Kolasib,Mizoram,5,25,200,78
Kolasib,Mizoram,6,25,320,86
Kolasib,Mizoram,7,25,380,88
Kolasib,Mizoram,8,25,340,87
Kolasib,Mizoram,9,24,250,85
Kolasib,Mizoram,10,22,130,80
Kolasib,Mizoram,11,17,30,76
Kolasib,Mizoram,12,14,10,74
Lawngtlai,Mizoram,1,14,20,76
Lawngtlai,Mizoram,2,16,25,74
Lawngtlai,Mizoram,3,20,60,72
Lawngtlai,Mizoram,4,23,120,74
Lawngtlai,Mizoram,5,25,200,78
Lawngtlai,Mizoram,6,25,320,86
Lawngtlai,Mizoram,7,25,380,88
Lawngtlai,Mizoram,8,25,340,87
Lawngtlai,Mizoram,9,24,250,85
Lawngtlai,Mizoram,10,22,130,80
Lawngtlai,Mizoram,11,17,30,76
Lawngtlai,Mizoram,12,14,10,74
Lunglei,Mizoram,1,14,20,76
Lunglei,Mizoram,2,16,25,74
Lunglei,Mizoram,3,20,60,72
Lunglei,Mizoram,4,23,120,74
Lunglei,Mizoram,5,25,200,78
Lunglei,Mizoram,6,25,320,86
Lunglei,Mizoram,7,25,380,88
Lunglei,Mizoram,8,25,340,87
Lunglei,Mizoram,9,24,250,85
Lunglei,Mizoram,10,22,130,80
Lunglei,Mizoram,11,17,30,76
Lunglei,Mizoram,12,14,10,74
Mamit,Mizoram,1,14,20,76
Mamit,Mizoram,2,16,25,74
Mamit,Mizoram,3,20,60,72
Mamit,Mizoram,4,23,120,74
Mamit,Mizoram,5,25,200,78
Mamit,Mizoram,6,25,320,86
Mamit,Mizoram,7,25,380,88
Mamit,Mizoram,8,25,340,87
Mamit,Mizoram,9,24,250,85
Mamit,Mizoram,10,22,130,80
Mamit,Mizoram,11,17,30,76
Mamit,Mizoram,12,14,10,74
Saiha,Mizoram,1,14,20,76
Saiha,Mizoram,2,16,25,74
Saiha,Mizoram,3,20,60,72
Saiha,Mizoram,4,23,120,74
Saiha,Mizoram,5,25,200,78
Saiha,Mizoram,6,25,320,86
Saiha,Mizoram,7,25,380,88
Saiha,Mizoram,8,25,340,87
Saiha,Mizoram,9,24,250,85
Saiha,Mizoram,10,22,130,80
Saiha,Mizoram,11,17,30,76
Saiha,Mizoram,12,14,10,74
Serchhip,Mizoram,1,14,20,76
Serchhip,Mizoram,2,16,25,74
Serchhip,Mizoram,3,20,60,72
Serchhip,Mizoram,4,23,120,74
Serchhip,Mizoram,5,25,200,78
Serchhip,Mizoram,6,25,320,86
Serchhip,Mizoram,7,25,380,88
Serchhip,Mizoram,8,25,340,87
Serchhip,Mizoram,9,24,250,85
Serchhip,Mizoram,10,22,130,80
Serchhip,Mizoram,11,17,30,76
Serchhip,Mizoram,12,14,10,74
Dimapur,Nagaland,1,10,25,76
Dimapur,Nagaland,2,12,30,74
Dimapur,Nagaland,3,16,70,72
Dimapur,Nagaland,4,20,120,74
Dimapur,Nagaland,5,22,180,78
Dimapur,Nagaland,6,23,280,86
Dimapur,Nagaland,7,23,320,88
Dimapur,Nagaland,8,23,290,87
Dimapur,Nagaland,9,22,220,85
Dimapur,Nagaland,10,20,120,80
Dimapur,Nagaland,11,15,30,76
Dimapur,Nagaland,12,11,15,74
Kohima,Nagaland,1,10,25,76
Kohima,Nagaland,2,12,30,74
Kohima,Nagaland,3,16,70,72
Kohima,Nagaland,4,20,120,74
Kohima,Nagaland,5,22,180,78
Kohima,Nagaland,6,23,280,86
Kohima,Nagaland,7,23,320,88
Kohima,Nagaland,8,23,290,87
Kohima,Nagaland,9,22,220,85
Kohima,Nagaland,10,20,120,80
Kohima,Nagaland,11,15,30,76
Kohima,Nagaland,12,11,15,74
Mokokchung,Nagaland,1,10,25,76
Mokokchung,Nagaland,2,12,30,74
Mokokchung,Nagaland,3,16,70,72
Mokokchung,Nagaland,4,20,120,74
Mokokchung,Nagaland,5,22,180,78
Mokokchung,Nagaland,6,23,280,86
Mokokchung,Nagaland,7,23,320,88
Mokokchung,Nagaland,8,23,290,87
Mokokchung,Nagaland,9,22,220,85
Mokokchung,Nagaland,10,20,120,80
Mokokchung,Nagaland,11,15,30,76
Mokokchung,Nagaland,12,11,15,74
Mon,Nagaland,1,10,25,76
Mon,Nagaland,2,12,30,74
Mon,Nagaland,3,16,70,72
Mon,Nagaland,4,20,120,74
Mon,Nagaland,5,22,180,78
Mon,Nagaland,6,23,280,86
Mon,Nagaland,7,23,320,88
Mon,Nagaland,8,23,290,87
Mon,Nagaland,9,22,220,85
Mon,Nagaland,10,20,120,80
Mon,Nagaland,11,15,30,76
Mon,Nagaland,12,11,15,74
Phek,Nagaland,1,10,25,76
Phek,Nagaland,2,12,30,74
Phek,Nagaland,3,16,70,72
Phek,Nagaland,4,20,120,74
